chromosome,read interval,reads,length of read,result,status
chr1,"(4751047, 4751072)",1,25,['MinDist3:69418'],['F3']
chr1,"(4751124, 4751135)",1,11,['MinDist3:69495'],['F3']
chr1,"(4751633, 4751646)",1,13,['MinDist3:70004'],['F3']
chr1,"(4752731, 4752742)",1,11,['MinDist3:71102'],['F3']
chr1,"(4753382, 4753395)",1,13,['MinDist3:71753'],['F3']
chr1,"(4753457, 4753475)",2,18,['MinDist3:71828'],['F3']
chr1,"(4753491, 4753502)",2,11,['MinDist3:71862'],['F3']
chr1,"(4754526, 4754538)",1,12,['MinDist3:72897'],['F3']
chr1,"(4754784, 4754798)",1,14,['MinDist3:73155'],['F3']
chr1,"(4755674, 4755687)",1,13,['MinDist3:74045'],['F3']
chr1,"(4755982, 4755994)",1,12,['MinDist3:74353'],['F3']
chr1,"(4756016, 4756031)",1,15,['MinDist3:74387'],['F3']
chr1,"(4756323, 4756336)",1,13,['MinDist3:74694'],['F3']
chr1,"(4756433, 4756449)",1,16,['MinDist3:74804'],['F3']
chr1,"(4757662, 4757672)",1,10,['MinDist3:76033'],['F3']
chr1,"(4757846, 4757856)",2,10,['MinDist3:76217'],['F3']
chr1,"(4758391, 4758401)",2,10,['MinDist3:76762'],['F3']
chr1,"(4760521, 4760536)",1,15,['MinDist3:78892'],['F3']
chr1,"(4760670, 4760682)",2,12,['MinDist3:79041'],['F3']
chr1,"(4760851, 4760864)",4,13,['MinDist3:79222'],['F3']
chr1,"(4760958, 4760969)",1,11,['MinDist3:79329'],['F3']
chr1,"(4761462, 4761476)",1,14,['MinDist3:79833'],['F3']
chr1,"(4762366, 4762379)",1,13,['MinDist5:78974'],['F5']
chr1,"(4762681, 4762692)",1,11,['MinDist5:78661'],['F5']
chr1,"(4763226, 4763237)",2,11,['MinDist5:78116'],['F5']
chr1,"(4764206, 4764218)",1,12,['MinDist5:77135'],['F5']
chr1,"(4765107, 4765119)",1,12,['MinDist5:76234'],['F5']
chr1,"(4765826, 4765837)",1,11,['MinDist5:75516'],['F5']
chr1,"(4766069, 4766082)",1,13,['MinDist5:75271'],['F5']
chr1,"(4767596, 4767615)",1,19,['MinDist5:73738'],['F5']
chr1,"(4767615, 4767628)",14,13,['MinDist5:73725'],['F5']
chr1,"(4768316, 4768328)",1,12,['MinDist5:73025'],['F5']
chr1,"(4768567, 4768577)",1,10,['MinDist5:72776'],['F5']
chr1,"(4772163, 4772175)",1,12,['MinDist5:69178'],['F5']
chr1,"(4772431, 4772448)",1,17,['MinDist5:68905'],['F5']
chr1,"(4772493, 4772507)",1,14,['MinDist5:68846'],['F5']
chr1,"(4773435, 4773445)",1,10,['MinDist5:67908'],['F5']
chr1,"(4773539, 4773551)",1,12,['MinDist5:67802'],['F5']
chr1,"(4773543, 4773553)",1,10,['MinDist5:67800'],['F5']
chr1,"(4774536, 4774548)",1,12,['MinDist5:66805'],['F5']
chr1,"(4775425, 4775435)",1,10,['MinDist5:65918'],['F5']
chr1,"(4779050, 4779061)",1,11,['MinDist5:62292'],['F5']
chr1,"(4782219, 4782228)",1,9,['MinDist5:59125'],['F5']
chr1,"(4782635, 4782650)",1,15,['MinDist5:58703'],['F5']
chr1,"(4785698, 4785709)",1,11,['MinDist5:55644'],['F5']
chr1,"(4788499, 4788511)",1,12,['MinDist5:52842'],['F5']
chr1,"(4789065, 4789077)",2,12,['MinDist5:52276'],['F5']
chr1,"(4789525, 4789540)",1,15,['MinDist5:51813'],['F5']
chr1,"(4790185, 4790198)",1,13,['MinDist5:51155'],['F5']
chr1,"(4791906, 4791917)",1,11,['MinDist5:49436'],['F5']
chr1,"(4793502, 4793512)",1,10,['MinDist5:47841'],['F5']
chr1,"(4793909, 4793924)",1,15,['MinDist5:47429'],['F5']
chr1,"(4794108, 4794119)",1,11,['MinDist5:47234'],['F5']
chr1,"(4796596, 4796610)",4,14,['MinDist5:44743'],['F5']
chr1,"(4797310, 4797326)",1,16,['MinDist5:44027'],['F5']
chr1,"(4797481, 4797494)",1,13,['MinDist5:43859'],['F5']
chr1,"(4798391, 4798403)",1,12,['MinDist5:42950'],['F5']
chr1,"(4798631, 4798651)",1,20,['MinDist5:42702'],['F5']
chr1,"(4798730, 4798741)",1,11,['MinDist5:42612'],['F5']
chr1,"(4799029, 4799038)",1,9,['MinDist5:42315'],['F5']
chr1,"(4799077, 4799089)",1,12,['MinDist5:42264'],['F5']
chr1,"(4799157, 4799169)",1,12,['MinDist5:42184'],['F5']
chr1,"(4799347, 4799359)",1,12,['MinDist5:41994'],['F5']
chr1,"(4799643, 4799653)",1,10,['MinDist5:41700'],['F5']
chr1,"(4799797, 4799807)",1,10,['MinDist5:41546'],['F5']
chr1,"(4799841, 4799869)",1,28,['MinDist5:41484'],['F5']
chr1,"(4799895, 4799910)",1,15,['MinDist5:41443'],['F5']
chr1,"(4800082, 4800100)",1,18,['MinDist5:41253'],['F5']
chr1,"(4800435, 4800445)",1,10,['MinDist5:40908'],['F5']
chr1,"(4800545, 4800555)",1,10,['MinDist5:40798'],['F5']
chr1,"(4800591, 4800604)",1,13,['MinDist5:40749'],['F5']
chr1,"(4801021, 4801034)",1,13,['MinDist5:40319'],['F5']
chr1,"(4802703, 4802717)",1,14,['MinDist5:38636'],['F5']
chr1,"(4802717, 4802742)",1,25,['MinDist5:38611'],['F5']
chr1,"(4802922, 4802936)",1,14,['MinDist5:38417'],['F5']
chr1,"(4802935, 4802946)",1,11,['MinDist5:38407'],['F5']
chr1,"(4803594, 4803605)",1,11,['MinDist5:37748'],['F5']
chr1,"(4807275, 4807287)",2,12,['MinDist5:34066'],['F5']
chr1,"(4807630, 4807642)",1,12,['MinDist5:33711'],['F5']
chr1,"(4807913, 4807924)",1,11,['MinDist5:33429'],['F5']
chr1,"(4809649, 4809665)",2,16,['MinDist5:31688'],['F5']
chr1,"(4809752, 4809767)",1,15,['MinDist5:31586'],['F5']
chr1,"(4810055, 4810066)",1,11,['MinDist5:31287'],['F5']
chr1,"(4810745, 4810757)",1,12,['MinDist5:30596'],['F5']
chr1,"(4811356, 4811369)",1,13,['MinDist5:29984'],['F5']
chr1,"(4811523, 4811534)",1,11,['MinDist5:29819'],['F5']
chr1,"(4811726, 4811737)",1,11,['MinDist5:29616'],['F5']
chr1,"(4811885, 4811896)",1,11,['MinDist5:29457'],['F5']
chr1,"(4811936, 4811952)",2,16,['MinDist5:29401'],['F5']
chr1,"(4812042, 4812052)",1,10,['MinDist5:29301'],['F5']
chr1,"(4812493, 4812503)",1,10,['MinDist5:28850'],['F5']
chr1,"(4813100, 4813115)",2,15,['MinDist5:28238'],['F5']
chr1,"(4813755, 4813773)",1,18,['MinDist5:27580'],['F5']
chr1,"(4814378, 4814389)",1,11,['MinDist5:26964'],['F5']
chr1,"(4815074, 4815093)",3,19,['MinDist5:26260'],['F5']
chr1,"(4815610, 4815621)",1,11,['MinDist5:25732'],['F5']
chr1,"(4815765, 4815776)",1,11,['MinDist5:25577'],['F5']
chr1,"(4816944, 4816958)",1,14,['MinDist5:24395'],['F5']
chr1,"(4817258, 4817269)",5,11,['MinDist5:24084'],['F5']
chr1,"(4817458, 4817476)",2,18,['MinDist5:23877'],['F5']
chr1,"(4818583, 4818594)",1,11,['MinDist5:22759'],['F5']
chr1,"(4818947, 4818960)",4,13,['MinDist5:22393'],['F5']
chr1,"(4818988, 4819002)",1,14,['MinDist5:22351'],['F5']
chr1,"(4819768, 4819779)",1,11,['MinDist5:21574'],['F5']
chr1,"(4820341, 4820356)",1,15,['MinDist5:20997'],['F5']
chr1,"(4820907, 4820924)",1,17,['MinDist5:20429'],['F5']
chr1,"(4821229, 4821241)",1,12,['MinDist5:20112'],['F5']
chr1,"(4821244, 4821255)",1,11,['MinDist5:20098'],['F5']
chr1,"(4821917, 4821928)",2,11,['MinDist5:19425'],['F5']
chr1,"(4824207, 4824218)",2,11,['MinDist5:17135'],['F5']
chr1,"(4824327, 4824337)",1,10,['MinDist5:17016'],['F5']
chr1,"(4824643, 4824656)",6,13,['MinDist5:16697'],['F5']
chr1,"(4824749, 4824759)",1,10,['MinDist5:16594'],['F5']
chr1,"(4827347, 4827358)",2,11,['MinDist5:13995'],['F5']
chr1,"(4828213, 4828224)",1,11,['MinDist5:13129'],['F5']
chr1,"(4828374, 4828383)",2,9,['MinDist5:12970'],['F5']
chr1,"(4828737, 4828747)",1,10,['MinDist5:12606'],['F5']
chr1,"(4829023, 4829034)",1,11,['MinDist5:12319'],['F5']
chr1,"(4829650, 4829661)",1,11,['MinDist5:11692'],['F5']
chr1,"(4830140, 4830151)",5,11,['MinDist5:11202'],['F5']
chr1,"(4830784, 4830794)",1,10,['MinDist5:10559'],['F5']
chr1,"(4831718, 4831730)",3,12,['MinDist5:9623'],['F5']
chr1,"(4832968, 4832980)",1,12,['MinDist5:8373'],['F5']
chr1,"(4833000, 4833010)",2,10,['MinDist5:8343'],['F5']
chr1,"(4834036, 4834047)",1,11,['MinDist5:7306'],['F5']
chr1,"(4834868, 4834880)",1,12,['MinDist5:6473'],['F5']
chr1,"(4835051, 4835063)",1,12,['MinDist5:6290'],['F5']
chr1,"(4837096, 4837107)",1,11,['MinDist5:4246'],['F5']
chr1,"(4837227, 4837239)",2,12,['MinDist5:4114'],['F5']
chr1,"(4837908, 4837919)",1,11,['MinDist5:3434'],['F5']
chr1,"(4839153, 4839163)",1,10,['MinDist5:2190'],['F5']
chr1,"(4839568, 4839579)",1,11,['MinDist5:1774'],['F5']
chr1,"(4839568, 4839577)",1,9,['MinDist5:1776'],['F5']
chr1,"(4840074, 4840086)",1,12,['MinDist5:1267'],['F5']
chr1,"(4840556, 4840567)",1,11,['MinDist5:786'],['F5']
chr1,"(4841030, 4841041)",1,11,['MinDist5:312'],['F5']
chr1,"(4841847, 4841859)",1,12,['Gm6123-201'],['A']
chr1,"(4842695, 4842706)",1,11,['MinDist3:273'],['3T']
chr1,"(4843167, 4843185)",1,18,['MinDist3:745'],['F3']
chr1,"(4843377, 4843389)",1,12,['MinDist3:955'],['F3']
chr1,"(4843533, 4843545)",1,12,['MinDist3:1111'],['F3']
chr1,"(4844732, 4844741)",1,9,['MinDist3:2310'],['F3']
chr1,"(4845768, 4845779)",1,11,['MinDist3:3346'],['F3']
chr1,"(4845854, 4845864)",1,10,['MinDist3:3432'],['F3']
chr1,"(4845896, 4845907)",2,11,['MinDist3:3474'],['F3']
chr1,"(4846103, 4846117)",10,14,['MinDist3:3681'],['F3']
chr1,"(4847019, 4847038)",1,19,['MinDist3:4597'],['F3']
chr1,"(4847044, 4847056)",1,12,['MinDist3:4622'],['F3']
chr1,"(4847857, 4852794)",1,4937,[],['S']
chr1,"(4848169, 4848180)",1,11,['MinDist3:5747'],['F3']
chr1,"(4848358, 4848370)",1,12,['MinDist3:5936'],['F3']
chr1,"(4849240, 4849250)",2,10,['MinDist5:6740'],['F5']
chr1,"(4850298, 4850326)",1,28,['MinDist5:5664'],['F5']
chr1,"(4850408, 4850418)",1,10,['MinDist5:5572'],['F5']
chr1,"(4850643, 4850655)",2,12,['MinDist5:5335'],['F5']
chr1,"(4851139, 4851150)",1,11,['MinDist5:4840'],['F5']
chr1,"(4852927, 4852937)",1,10,['MinDist5:3053'],['F5']
chr1,"(4854266, 4854291)",1,25,['MinDist5:1699'],['F5']
chr1,"(4854275, 4854301)",1,26,['MinDist5:1689'],['F5']
chr1,"(4854314, 4855809)",4,1495,[],['S']
chr1,"(4854433, 4854444)",1,11,['MinDist5:1546'],['F5']
chr1,"(4856734, 4856747)",1,13,['A930006A01Rik-201'],['A']
chr1,"(4856881, 4856893)",1,12,['A930006A01Rik-201'],['A']
chr1,"(4857245, 4857267)",2,22,['A930006A01Rik-201'],['A']
chr1,"(4857948, 4857959)",1,11,['MinDist3:588'],['F3']
chr1,"(4858679, 4858692)",2,13,['MinDist3:1319'],['F3']
chr1,"(4858994, 4859013)",1,19,['MinDist3:1634'],['F3']
chr1,"(4859212, 4859222)",1,10,['MinDist3:1852'],['F3']
chr1,"(4859805, 4859816)",1,11,['MinDist3:2445'],['F3']
chr1,"(4860028, 4860039)",1,11,['MinDist3:2668'],['F3']
chr1,"(4860116, 4860127)",1,11,['MinDist3:2756'],['F3']
chr1,"(4861239, 4861249)",1,10,['MinDist3:3879'],['F3']
chr1,"(4862388, 4862398)",2,10,['MinDist3:5028'],['F3']
chr1,"(4862480, 4862490)",1,10,['MinDist3:5120'],['F3']
chr1,"(4862570, 4862583)",1,13,['MinDist3:5210'],['F3']
chr1,"(4862943, 4862953)",1,10,['MinDist3:5583'],['F3']
chr1,"(4862973, 4862983)",1,10,['MinDist3:5613'],['F3']
chr1,"(4865141, 4865152)",1,11,['MinDist3:7781'],['F3']
chr1,"(4865288, 4865299)",1,11,['MinDist3:7928'],['F3']
chr1,"(4865704, 4865715)",1,11,['MinDist3:8344'],['F3']
chr1,"(4865831, 4865842)",1,11,['MinDist3:8471'],['F3']
chr1,"(4865837, 4865847)",2,10,['MinDist3:8477'],['F3']
chr1,"(4865911, 4865922)",1,11,['MinDist3:8551'],['F3']
chr1,"(4866514, 4866525)",1,11,['MinDist3:9154'],['F3']
chr1,"(4867121, 4867132)",1,11,['MinDist3:9761'],['F3']
chr1,"(4868454, 4868468)",1,14,['MinDist5:9577'],['F5']
chr1,"(4868582, 4868596)",1,14,['MinDist5:9449'],['F5']
chr1,"(4868651, 4868662)",2,11,['MinDist5:9383'],['F5']
chr1,"(4869190, 4869200)",1,10,['MinDist5:8845'],['F5']
chr1,"(4870360, 4870371)",1,11,['MinDist5:7674'],['F5']
chr1,"(4870755, 4870766)",3,11,['MinDist5:7279'],['F5']
chr1,"(4871096, 4871106)",1,10,['MinDist5:6939'],['F5']
chr1,"(4871517, 4871531)",1,14,['MinDist5:6514'],['F5']
chr1,"(4872721, 4872737)",1,16,['MinDist5:5308'],['F5']
chr1,"(4873477, 4873488)",1,11,['MinDist5:4557'],['F5']
chr1,"(4873504, 4873516)",5,12,['MinDist5:4529'],['F5']
chr1,"(4873588, 4873598)",1,10,['MinDist5:4447'],['F5']
chr1,"(4873590, 4873605)",1,15,['MinDist5:4440'],['F5']
chr1,"(4873935, 4873945)",1,10,['MinDist5:4100'],['F5']
chr1,"(4874867, 4874879)",1,12,['MinDist5:3166'],['F5']
chr1,"(4875207, 4875220)",3,13,['MinDist5:2825'],['F5']
chr1,"(4875240, 4875251)",1,11,['MinDist5:2794'],['F5']
chr1,"(4875318, 4875328)",5,10,['MinDist5:2717'],['F5']
chr1,"(4877529, 4877540)",1,11,['MinDist5:505'],['F5']
chr1,"(4877695, 4877707)",1,12,['MinDist5:338'],['F5']
chr1,"(4878993, 4879006)",1,13,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4879211, 4879221)",2,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4879386, 4879397)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4879496, 4879506)",1,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4880740, 4880751)",6,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4881477, 4881489)",1,12,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4881626, 4881636)",1,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4881743, 4881754)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4882241, 4882255)",1,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4883317, 4883328)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4883514, 4883528)",1,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4883689, 4883700)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4883713, 4883741)",1,28,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4883721, 4883730)",1,9,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4884976, 4884988)",1,12,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4885442, 4885452)",2,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4885512, 4885526)",1,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4885932, 4885951)",1,19,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4886438, 4886451)",1,13,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4886946, 4886957)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4887116, 4887144)",1,28,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4887660, 4887671)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4887790, 4887801)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4887970, 4887983)",1,13,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4888250, 4888261)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4888869, 4888885)",1,16,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4890268, 4890283)",1,15,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4890396, 4890409)",1,13,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4890429, 4890440)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4891062, 4891077)",1,15,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4891120, 4891134)",1,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4891445, 4891459)",1,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4892013, 4892025)",3,12,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4892186, 4892198)",2,12,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4892192, 4892204)",1,12,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4892251, 4892269)",1,18,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4892300, 4892314)",1,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4892550, 4892560)",2,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4893389, 4893399)",1,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4893455, 4893465)",3,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4893986, 4893997)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4894179, 4894203)",1,24,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4894326, 4894337)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4894350, 4894364)",2,14,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4894883, 4894910)",1,27,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4895125, 4895136)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4895917, 4895928)",1,11,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4896044, 4896054)",3,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4896454, 4896471)",1,17,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4897163, 4897176)",1,13,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4898479, 4898491)",1,12,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4898719, 4898729)",1,10,"[['Lypla1-201', 2, 3.0]]",['U']
chr1,"(4899194, 4899205)",1,11,"[['Lypla1-201', 3, 4.0]]",['U']
chr1,"(4899878, 4899892)",1,14,"[['Lypla1-201', 3, 4.0]]",['U']
chr1,"(4899883, 4899894)",1,11,"[['Lypla1-201', 3, 4.0]]",['U']
chr1,"(4900063, 4900075)",1,12,"[['Lypla1-201', 3, 4.0]]",['U']
chr1,"(4900125, 4900134)",1,9,"[['Lypla1-201', 3, 4.0]]",['U']
chr1,"(4900440, 4900451)",1,11,"[['Lypla1-201', 3, 4.0]]",['U']
chr1,"(4901960, 4901971)",2,11,"[['Lypla1-201', 4, 5.0]]",['U']
