chromosome,read interval,reads,length of read,result,status
chr1,"(10241627, 10241638)",1,11,['MinDist3:4624'],['F3']
chr1,"(10242205, 10242218)",2,13,['MinDist3:5202'],['F3']
chr1,"(10242337, 10242363)",2,26,['MinDist3:5334'],['F3']
chr1,"(10242671, 10242699)",1,28,['MinDist3:5668'],['F3']
chr1,"(10242970, 10242988)",1,18,['MinDist3:5967'],['F3']
chr1,"(10243200, 10243432)",1,232,[],['S']
chr1,"(10243264, 10243276)",1,12,['MinDist3:6261'],['F3']
chr1,"(10243857, 10243868)",1,11,['MinDist3:6854'],['F3']
chr1,"(10243881, 10243895)",1,14,['MinDist3:6878'],['F3']
chr1,"(10244304, 10244316)",1,12,['MinDist3:7301'],['F3']
chr1,"(10244621, 10244632)",1,11,['MinDist3:7618'],['F3']
chr1,"(10245765, 10245776)",1,11,['MinDist3:8762'],['F3']
chr1,"(10246413, 10246441)",1,28,['MinDist3:9410'],['F3']
chr1,"(10247636, 10247659)",1,23,['MinDist3:10633'],['F3']
chr1,"(10247955, 10247967)",2,12,['MinDist3:10952'],['F3']
chr1,"(10249055, 10249066)",1,11,['MinDist3:12052'],['F3']
chr1,"(10251046, 10251058)",3,12,['MinDist3:14043'],['F3']
chr1,"(10252896, 10252913)",1,17,['MinDist3:15893'],['F3']
chr1,"(10253111, 10253135)",1,24,['MinDist3:16108'],['F3']
chr1,"(10253551, 10253562)",1,11,['MinDist3:16548'],['F3']
chr1,"(10254198, 10254209)",1,11,['MinDist3:17195'],['F3']
chr1,"(10254610, 10254619)",1,9,['MinDist3:17607'],['F3']
chr1,"(10255462, 10255472)",1,10,['MinDist3:18459'],['F3']
chr1,"(10255944, 10255957)",2,13,['MinDist3:18941'],['F3']
chr1,"(10256163, 10256173)",2,10,['MinDist3:19160'],['F3']
chr1,"(10256843, 10256855)",1,12,['MinDist3:19840'],['F3']
chr1,"(10256939, 10256964)",1,25,['MinDist3:19936'],['F3']
chr1,"(10257107, 10257135)",1,28,['MinDist3:20104'],['F3']
chr1,"(10257187, 10257199)",1,12,['MinDist3:20184'],['F3']
chr1,"(10257311, 10257323)",2,12,['MinDist3:20308'],['F3']
chr1,"(10257840, 10257868)",1,28,['MinDist3:20837'],['F3']
chr1,"(10257885, 10257902)",1,17,['MinDist3:20882'],['F3']
chr1,"(10258143, 10258155)",1,12,['MinDist3:21140'],['F3']
chr1,"(10258163, 10258191)",1,28,['MinDist3:21160'],['F3']
chr1,"(10258820, 10258848)",2,28,['MinDist3:21817'],['F3']
chr1,"(10258833, 10258850)",1,17,['MinDist3:21830'],['F3']
chr1,"(10258899, 10258927)",1,28,['MinDist3:21896'],['F3']
chr1,"(10258932, 10258959)",1,27,['MinDist3:21929'],['F3']
chr1,"(10259547, 10259677)",1,130,[],['S']
chr1,"(10260202, 10260214)",1,12,['MinDist3:23199'],['F3']
chr1,"(10261710, 10261722)",1,12,['MinDist3:24707'],['F3']
chr1,"(10261877, 10261888)",1,11,['MinDist3:24874'],['F3']
chr1,"(10263439, 10263449)",1,10,['MinDist3:26436'],['F3']
chr1,"(10263713, 10263725)",1,12,['MinDist3:26710'],['F3']
chr1,"(10265147, 10265157)",1,10,['MinDist3:28144'],['F3']
chr1,"(10266366, 10266390)",1,24,['MinDist3:29363'],['F3']
chr1,"(10267365, 10267382)",1,17,['MinDist3:30362'],['F3']
chr1,"(10267596, 10267607)",1,11,['MinDist3:30593'],['F3']
chr1,"(10271116, 10271126)",1,10,['MinDist3:34113'],['F3']
chr1,"(10271329, 10271343)",1,14,['MinDist3:34326'],['F3']
chr1,"(10272768, 10272780)",2,12,['MinDist3:35765'],['F3']
chr1,"(10273433, 10273445)",3,12,['MinDist3:36430'],['F3']
chr1,"(10274109, 10274122)",2,13,['MinDist3:37106'],['F3']
chr1,"(10274615, 10274626)",1,11,['MinDist3:37612'],['F3']
chr1,"(10274720, 10274731)",1,11,['MinDist3:37717'],['F3']
chr1,"(10276793, 10276818)",1,25,['MinDist3:39790'],['F3']
chr1,"(10277038, 10277050)",1,12,['MinDist3:40035'],['F3']
chr1,"(10277041, 10277052)",1,11,['MinDist3:40038'],['F3']
chr1,"(10277515, 10277533)",1,18,['MinDist3:40512'],['F3']
chr1,"(10279076, 10279087)",2,11,['MinDist3:42073'],['F3']
chr1,"(10279167, 10279195)",2,28,['MinDist3:42164'],['F3']
chr1,"(10279788, 10279814)",1,26,['MinDist3:42785'],['F3']
chr1,"(10279902, 10279926)",1,24,['MinDist3:42899'],['F3']
chr1,"(10280748, 10280758)",1,10,['MinDist3:43745'],['F3']
chr1,"(10281122, 10281132)",1,10,['MinDist3:44119'],['F3']
chr1,"(10281549, 10281560)",1,11,['MinDist3:44546'],['F3']
chr1,"(10281715, 10281743)",1,28,['MinDist3:44712'],['F3']
chr1,"(10282895, 10282914)",1,19,['MinDist3:45892'],['F3']
chr1,"(10283043, 10283058)",1,15,['MinDist3:46040'],['F3']
chr1,"(10283349, 10283377)",1,28,['MinDist3:46346'],['F3']
chr1,"(10284198, 10284211)",2,13,['MinDist3:47195'],['F3']
chr1,"(10284291, 10284302)",1,11,['MinDist3:47288'],['F3']
chr1,"(10284591, 10284601)",2,10,['MinDist3:47588'],['F3']
chr1,"(10285702, 10285719)",2,17,['MinDist3:48699'],['F3']
chr1,"(10287157, 10287170)",1,13,['MinDist3:50154'],['F3']
chr1,"(10288284, 10288295)",1,11,['MinDist3:51281'],['F3']
chr1,"(10288856, 10288881)",1,25,['MinDist3:51853'],['F3']
chr1,"(10291053, 10291079)",1,26,['MinDist3:54050'],['F3']
chr1,"(10291409, 10291421)",1,12,['MinDist3:54406'],['F3']
chr1,"(10291488, 10291516)",1,28,['MinDist3:54485'],['F3']
chr1,"(10292334, 10292361)",1,27,['MinDist3:55331'],['F3']
chr1,"(10293297, 10293312)",1,15,['MinDist3:56294'],['F3']
chr1,"(10294542, 10294567)",1,25,['MinDist3:57539'],['F3']
chr1,"(10297335, 10297347)",3,12,['MinDist3:60332'],['F3']
chr1,"(10297465, 10297478)",2,13,['MinDist3:60462'],['F3']
chr1,"(10298062, 10302197)",1,4135,[],['S']
chr1,"(10298999, 10299012)",1,13,['MinDist3:61996'],['F3']
chr1,"(10301182, 10301207)",2,25,['MinDist3:64179'],['F3']
chr1,"(10301384, 10301398)",1,14,['MinDist3:64381'],['F3']
chr1,"(10301628, 10301653)",1,25,['MinDist3:64625'],['F3']
chr1,"(10301923, 10301942)",2,19,['MinDist3:64920'],['F3']
chr1,"(10301926, 10301954)",1,28,['MinDist3:64923'],['F3']
chr1,"(10301949, 10301959)",1,10,['MinDist3:64946'],['F3']
chr1,"(10301995, 10302023)",1,28,['MinDist3:64992'],['F3']
chr1,"(10302704, 10302715)",2,11,['MinDist3:65701'],['F3']
chr1,"(10303526, 10303535)",2,9,['MinDist3:66523'],['F3']
chr1,"(10304008, 10304020)",1,12,['MinDist3:67005'],['F3']
chr1,"(10304414, 10304426)",2,12,['MinDist3:67411'],['F3']
chr1,"(10306430, 10306442)",2,12,['MinDist3:69427'],['F3']
chr1,"(10307776, 10307789)",1,13,['MinDist3:70773'],['F3']
chr1,"(10308250, 10308260)",1,10,['MinDist3:71247'],['F3']
chr1,"(10309275, 10309286)",1,11,['MinDist3:72272'],['F3']
chr1,"(10309671, 10309682)",1,11,['MinDist3:72668'],['F3']
chr1,"(10310566, 10310577)",2,11,['MinDist3:73563'],['F3']
chr1,"(10311851, 10311861)",1,10,['MinDist3:74848'],['F3']
chr1,"(10313076, 10313090)",3,14,['MinDist3:76073'],['F3']
chr1,"(10313303, 10313313)",2,10,['MinDist3:76300'],['F3']
chr1,"(10314301, 10314314)",3,13,['MinDist3:77298'],['F3']
chr1,"(10314779, 10314791)",2,12,['MinDist3:77776'],['F3']
chr1,"(10315278, 10315290)",1,12,['MinDist3:78275'],['F3']
chr1,"(10315656, 10315668)",2,12,['MinDist3:78653'],['F3']
chr1,"(10315738, 10315751)",1,13,['MinDist3:78735'],['F3']
chr1,"(10316010, 10316020)",5,10,['MinDist3:79007'],['F3']
chr1,"(10316160, 10316171)",1,11,['MinDist3:79157'],['F3']
chr1,"(10317444, 10317465)",1,21,['MinDist3:80441'],['F3']
chr1,"(10318809, 10318821)",1,12,['MinDist3:81806'],['F3']
chr1,"(10318933, 10318947)",1,14,['MinDist3:81930'],['F3']
chr1,"(10326643, 10326659)",1,16,['MinDist3:89640'],['F3']
chr1,"(10327316, 10327334)",1,18,['MinDist3:90313'],['F3']
chr1,"(10327316, 10327335)",1,19,['MinDist3:90313'],['F3']
chr1,"(10327316, 10327331)",11,15,['MinDist3:90313'],['F3']
chr1,"(10327316, 10432450)",1,105134,[],['S']
chr1,"(10329838, 10329854)",1,16,['MinDist3:92835'],['F3']
chr1,"(10330847, 10330858)",1,11,['MinDist3:93844'],['F3']
chr1,"(10331006, 10331017)",3,11,['MinDist3:94003'],['F3']
chr1,"(10332505, 10332520)",1,15,['MinDist3:95502'],['F3']
chr1,"(10333928, 10333938)",1,10,['MinDist3:96925'],['F3']
chr1,"(10334076, 10334092)",1,16,['MinDist3:97073'],['F3']
chr1,"(10338490, 10338500)",1,10,['MinDist3:101487'],['F3']
chr1,"(10339854, 10339874)",1,20,['MinDist3:102851'],['F3']
chr1,"(10340345, 10340358)",1,13,['MinDist3:103342'],['F3']
chr1,"(10340881, 10340891)",1,10,['MinDist3:103878'],['F3']
chr1,"(10340923, 10340935)",1,12,['MinDist3:103920'],['F3']
chr1,"(10342095, 10342110)",1,15,['MinDist3:105092'],['F3']
chr1,"(10342396, 10342407)",2,11,['MinDist3:105393'],['F3']
chr1,"(10343286, 10343299)",1,13,['MinDist3:106283'],['F3']
chr1,"(10344263, 10344274)",1,11,['MinDist3:107260'],['F3']
chr1,"(10347006, 10347018)",1,12,['MinDist3:110003'],['F3']
chr1,"(10347199, 10347210)",1,11,['MinDist3:110196'],['F3']
chr1,"(10348208, 10348220)",1,12,['MinDist3:111205'],['F3']
chr1,"(10348563, 10348578)",1,15,['MinDist3:111560'],['F3']
chr1,"(10348960, 10348970)",1,10,['MinDist3:111957'],['F3']
chr1,"(10349518, 10349532)",1,14,['MinDist3:112515'],['F3']
chr1,"(10349707, 10349721)",1,14,['MinDist3:112704'],['F3']
chr1,"(10350281, 10350291)",1,10,['MinDist3:113278'],['F3']
chr1,"(10350700, 10350711)",1,11,['MinDist3:113697'],['F3']
chr1,"(10350745, 10350759)",1,14,['MinDist3:113742'],['F3']
chr1,"(10352131, 10352140)",1,9,['MinDist3:115128'],['F3']
chr1,"(10355377, 10355388)",1,11,['MinDist3:118374'],['F3']
chr1,"(10357324, 10357335)",1,11,['MinDist3:120321'],['F3']
chr1,"(10358954, 10358966)",1,12,['MinDist3:121951'],['F3']
chr1,"(10361313, 10361324)",1,11,['MinDist3:124310'],['F3']
chr1,"(10362029, 10362041)",1,12,['MinDist3:125026'],['F3']
chr1,"(10362392, 10362405)",1,13,['MinDist3:125389'],['F3']
chr1,"(10362421, 10362433)",1,12,['MinDist3:125418'],['F3']
chr1,"(10362909, 10362919)",1,10,['MinDist3:125906'],['F3']
chr1,"(10363240, 10363250)",1,10,['MinDist3:126237'],['F3']
chr1,"(10363476, 10363486)",1,10,['MinDist3:126473'],['F3']
chr1,"(10364534, 10364548)",1,14,['MinDist3:127531'],['F3']
chr1,"(10368790, 10368800)",1,10,['MinDist3:131787'],['F3']
chr1,"(10368879, 10368893)",1,14,['MinDist3:131876'],['F3']
chr1,"(10369235, 10369248)",4,13,['MinDist3:132232'],['F3']
chr1,"(10369889, 10369900)",2,11,['MinDist3:132886'],['F3']
chr1,"(10370841, 10370851)",1,10,['MinDist3:133838'],['F3']
chr1,"(10371086, 10371097)",1,11,['MinDist3:134083'],['F3']
chr1,"(10372149, 10372163)",1,14,['MinDist3:135146'],['F3']
chr1,"(10372314, 10372325)",1,11,['MinDist3:135311'],['F3']
chr1,"(10372821, 10372833)",1,12,['MinDist3:135818'],['F3']
chr1,"(10375176, 10375186)",1,10,['MinDist3:138173'],['F3']
chr1,"(10375764, 10375775)",1,11,['MinDist3:138761'],['F3']
chr1,"(10376254, 10376268)",1,14,['MinDist3:139251'],['F3']
chr1,"(10379611, 10379622)",1,11,['MinDist3:142608'],['F3']
chr1,"(10379764, 10379779)",2,15,['MinDist3:142761'],['F3']
chr1,"(10380384, 10380394)",2,10,['MinDist3:143381'],['F3']
chr1,"(10380670, 10380682)",1,12,['MinDist3:143667'],['F3']
chr1,"(10381206, 10381223)",1,17,['MinDist3:144203'],['F3']
chr1,"(10382760, 10382773)",2,13,['MinDist3:145757'],['F3']
chr1,"(10384770, 10384783)",1,13,['MinDist3:147767'],['F3']
chr1,"(10385570, 10385581)",1,11,['MinDist3:148567'],['F3']
chr1,"(10385997, 10386011)",1,14,['MinDist3:148994'],['F3']
chr1,"(10387372, 10387386)",2,14,['MinDist3:150369'],['F3']
chr1,"(10389603, 10389615)",2,12,['MinDist3:152600'],['F3']
chr1,"(10390812, 10390832)",1,20,['MinDist3:153809'],['F3']
chr1,"(10391927, 10391942)",1,15,['MinDist3:154924'],['F3']
chr1,"(10392555, 10392568)",2,13,['MinDist3:155552'],['F3']
chr1,"(10393035, 10393045)",1,10,['MinDist3:156032'],['F3']
chr1,"(10393220, 10393232)",1,12,['MinDist3:156217'],['F3']
chr1,"(10393249, 10393264)",1,15,['MinDist3:156246'],['F3']
chr1,"(10394843, 10394853)",1,10,['MinDist3:157840'],['F3']
chr1,"(10396877, 10396889)",1,12,['MinDist3:159874'],['F3']
chr1,"(10397444, 10397455)",1,11,['MinDist3:160441'],['F3']
chr1,"(10399305, 10399315)",1,10,['MinDist3:162302'],['F3']
chr1,"(10399856, 10399868)",1,12,['MinDist3:162853'],['F3']
chr1,"(10400731, 10400749)",1,18,['MinDist3:163728'],['F3']
chr1,"(10400773, 10400784)",1,11,['MinDist3:163770'],['F3']
chr1,"(10403462, 10403477)",5,15,['MinDist3:166459'],['F3']
chr1,"(10403462, 10403480)",1,18,['MinDist3:166459'],['F3']
chr1,"(10405635, 10405648)",1,13,['MinDist3:168632'],['F3']
chr1,"(10405872, 10405885)",1,13,['MinDist3:168869'],['F3']
chr1,"(10407509, 10407519)",1,10,['MinDist3:170506'],['F3']
chr1,"(10409007, 10409019)",1,12,['MinDist3:172004'],['F3']
chr1,"(10413995, 10414012)",1,17,['MinDist3:176992'],['F3']
chr1,"(10414336, 10414347)",1,11,['MinDist3:177333'],['F3']
chr1,"(10416725, 10416737)",1,12,['MinDist3:179722'],['F3']
chr1,"(10416734, 10416744)",1,10,['MinDist3:179731'],['F3']
chr1,"(10418465, 10418478)",1,13,['MinDist3:181462'],['F3']
chr1,"(10418620, 10418631)",1,11,['MinDist3:181617'],['F3']
chr1,"(10420062, 10420074)",1,12,['MinDist3:183059'],['F3']
chr1,"(10423813, 10423824)",1,11,['MinDist3:186810'],['F3']
chr1,"(10427639, 10427650)",1,11,['MinDist3:190636'],['F3']
chr1,"(10431151, 10431162)",1,11,['MinDist3:194148'],['F3']
chr1,"(10433521, 10433536)",3,15,['MinDist3:196518'],['F3']
chr1,"(10439728, 10439740)",1,12,['MinDist3:202725'],['F3']
chr1,"(10445877, 10445887)",1,10,['MinDist3:208874'],['F3']
chr1,"(10448717, 10448729)",1,12,['MinDist3:211714'],['F3']
chr1,"(10460394, 10460409)",3,15,['MinDist3:223391'],['F3']
chr1,"(10462354, 10462368)",1,14,['MinDist3:225351'],['F3']
chr1,"(10469774, 10469787)",1,13,['MinDist3:232771'],['F3']
chr1,"(10478982, 10479000)",1,18,['MinDist3:241979'],['F3']
chr1,"(10486621, 10486633)",1,12,['MinDist3:249618'],['F3']
chr1,"(10495487, 10495513)",1,26,['MinDist3:258484'],['F3']
chr1,"(10515040, 10515054)",6,14,['MinDist5:250293'],['F5']
chr1,"(10519431, 10519454)",2,23,['MinDist5:245893'],['F5']
chr1,"(10522995, 10523010)",2,15,['MinDist5:242337'],['F5']
chr1,"(10527916, 10527930)",1,14,['MinDist5:237417'],['F5']
chr1,"(10527916, 10527933)",1,17,['MinDist5:237414'],['F5']
chr1,"(10545895, 10545907)",2,12,['MinDist5:219440'],['F5']
chr1,"(10547043, 10547058)",1,15,['MinDist5:218289'],['F5']
chr1,"(10562120, 10562130)",1,10,['MinDist5:203217'],['F5']
chr1,"(10576605, 10576616)",1,11,['MinDist5:188731'],['F5']
chr1,"(10591310, 10591322)",1,12,['MinDist5:174025'],['F5']
chr1,"(10598276, 10598290)",1,14,['MinDist5:167057'],['F5']
chr1,"(10600137, 10600149)",1,12,['MinDist5:165198'],['F5']
chr1,"(10602228, 10602239)",1,11,['MinDist5:163108'],['F5']
chr1,"(10623019, 10623031)",1,12,['MinDist5:142316'],['F5']
chr1,"(10627845, 10627858)",1,13,['MinDist5:137489'],['F5']
chr1,"(10632847, 10632861)",1,14,['MinDist5:132486'],['F5']
chr1,"(10651575, 10651592)",1,17,['MinDist5:113755'],['F5']
chr1,"(10659729, 10659743)",2,14,['MinDist5:105604'],['F5']
chr1,"(10663277, 10663287)",1,10,['MinDist5:102060'],['F5']
chr1,"(10667257, 10667269)",1,12,['MinDist5:98078'],['F5']
chr1,"(10673170, 10673182)",1,12,['MinDist5:92165'],['F5']
chr1,"(10683421, 10683432)",1,11,['MinDist5:81915'],['F5']
chr1,"(10698693, 10698706)",1,13,['MinDist5:66641'],['F5']
chr1,"(10698693, 10911966)",1,213273,[],['S']
chr1,"(10699315, 10699331)",1,16,['MinDist5:66016'],['F5']
chr1,"(10700412, 10700427)",1,15,['MinDist5:64920'],['F5']
chr1,"(10702800, 10702812)",1,12,['MinDist5:62535'],['F5']
chr1,"(10716187, 10716198)",1,11,['MinDist5:49149'],['F5']
chr1,"(10718965, 10718976)",1,11,['MinDist5:46371'],['F5']
chr1,"(10728645, 10728656)",1,11,['MinDist5:36691'],['F5']
chr1,"(10737522, 10737538)",1,16,['MinDist5:27809'],['F5']
chr1,"(10738601, 10738620)",1,19,['MinDist5:26727'],['F5']
chr1,"(10746797, 10746811)",1,14,['MinDist5:18536'],['F5']
chr1,"(10748841, 10748856)",1,15,['MinDist5:16491'],['F5']
chr1,"(10765026, 10765040)",1,14,['MinDist5:307'],['F5']
chr1,"(10765252, 10765262)",1,10,['MinDist5:85'],['5T']
chr1,"(10765838, 10765851)",1,13,['Gm15603-201'],['U']
chr1,"(10771985, 10772003)",1,18,['MinDist3:6146'],['F3']
chr1,"(10772604, 10772614)",1,10,['MinDist3:6765'],['F3']
chr1,"(10777989, 10778000)",1,11,['MinDist3:12150'],['F3']
chr1,"(10783621, 10783646)",1,25,['MinDist3:17782'],['F3']
chr1,"(10788191, 10788204)",2,13,['MinDist3:22352'],['F3']
chr1,"(10807899, 10807911)",1,12,['MinDist3:42060'],['F3']
chr1,"(10814140, 10814152)",1,12,['MinDist3:48301'],['F3']
chr1,"(10826369, 10826383)",1,14,['MinDist5:49121'],['F5']
chr1,"(10826373, 10826384)",1,11,['MinDist5:49120'],['F5']
chr1,"(10826512, 10826524)",1,12,['MinDist5:48980'],['F5']
chr1,"(10834186, 10834201)",1,15,['MinDist5:41303'],['F5']
chr1,"(10835362, 10835376)",1,14,['MinDist5:40128'],['F5']
chr1,"(10837521, 10837533)",1,12,['MinDist5:37971'],['F5']
chr1,"(10840446, 10840459)",1,13,['MinDist5:35045'],['F5']
chr1,"(10843141, 10843154)",1,13,['MinDist5:32350'],['F5']
chr1,"(10844691, 10844719)",1,28,['MinDist5:30785'],['F5']
chr1,"(10847833, 10847848)",2,15,['MinDist5:27656'],['F5']
chr1,"(10851218, 10851233)",1,15,['MinDist5:24271'],['F5']
chr1,"(10851300, 10851312)",1,12,['MinDist5:24192'],['F5']
chr1,"(10852854, 10852868)",1,14,['MinDist5:22636'],['F5']
chr1,"(10854694, 10854704)",1,10,['MinDist5:20800'],['F5']
chr1,"(10868566, 10868577)",1,11,['MinDist5:6927'],['F5']
chr1,"(10870131, 10870145)",1,14,['MinDist5:5359'],['F5']
chr1,"(10871775, 10871786)",1,11,['MinDist5:3718'],['F5']
chr1,"(10879769, 10879786)",2,17,['MinDist3:3023'],['F3']
chr1,"(10890507, 10890535)",1,28,['MinDist3:13761'],['F3']
chr1,"(10898150, 10898163)",1,13,['MinDist3:21404'],['F3']
chr1,"(10903013, 10903026)",1,13,['MinDist3:26267'],['F3']
chr1,"(10904916, 10904930)",1,14,['MinDist3:28170'],['F3']
chr1,"(10913790, 10913801)",2,11,['MinDist5:25110'],['F5']
